verification_result_id;verification_id;fc;temperature;temperature_min;consumption;consumption_max;ok
4200;2189;868130000;34;30;0.08992167823523231;1;t
4201;2190;922300000;34;30;0.08949050525356779;1;t
4202;2191;869525000;34.5;30;0.08951753324650479;1;t
4203;2191;905200000;34.5;30;0.08918809770995215;1;t
4204;2191;922200000;34;30;0.09012999776569941;1;t
4205;2191;922300000;34;30;0.08897977817948502;1;t
4206;2191;866300000;34;30;0.08997012463766649;1;t
4207;2192;866300000;34;30;0.08923628913132091;1;t
4208;2192;922300000;34;30;0.08975721544802141;1;t
4209;2193;868130000;34.5;30;0.1008892481439115;1;t
4210;2194;922300000;34.5;30;0.09945557810289077;1;t
4211;2195;869525000;34;30;0.09990326113028676;1;t
4212;2195;905200000;34.5;30;0.1000457761424682;1;t
4213;2195;922200000;34.5;30;0.09917183897537742;1;t
4214;2195;922300000;34.5;30;0.09876675554401396;1;t
4215;2195;866300000;34;30;0.09869678893477271;1;t
4216;2196;866300000;34;30;0.09990635928272548;1;t
4217;2196;922300000;34.5;30;0.0998436216958413;1;t
4218;2197;868130000;34;30;0.09676173455741816;1;t
4219;2198;922300000;34;30;0.1043442044718312;1;t
4220;2199;869525000;34;30;0.09913853383666113;1;t
4221;2199;905200000;34;30;0.1002758139610436;1;t
4222;2199;922200000;34;30;0.1002518032796435;1;t
4223;2199;922300000;34;30;0.09922373302872611;1;t
4224;2199;866300000;34;30;0.1025312689364365;1;t
4225;2200;866300000;34;30;0.1000129873624916;1;t
4226;2200;922300000;34;30;0.09690631500455874;1;t
4227;2205;868130000;34;30;0.08907310124943722;1;t
4228;2206;922300000;34;30;0.08959249767974509;1;t
4229;2207;869525000;34;30;0.08701132435426331;1;t
4230;2207;905200000;34;30;0.08973018745508443;1;t
4231;2207;922200000;34;30;0.08577823592177987;1;t
4232;2207;922300000;34;30;0.08791803702297943;1;t
4233;2207;866300000;34;30;0.08871510783355495;1;t
4234;2208;866300000;34;30;0.08843539360476374;1;t
4235;2208;922300000;34;30;0.08818347231210581;1;t
4236;2209;868130000;34;30;0.09839994974553318;1;t
4237;2210;922300000;34;30;0.09738036771597532;1;t
4238;2211;869525000;34.5;30;0.09739223272769194;1;t
4239;2211;905200000;34.5;30;0.09796391056494733;1;t
4240;2211;922200000;34.5;30;0.09842448874703802;1;t
4241;2211;922300000;34.5;30;0.0986909121919476;1;t
4242;2211;866300000;34.5;30;0.09862996917722133;1;t
4243;2212;866300000;34;30;0.09734018847175312;1;t
4244;2212;922300000;34;30;0.09835572561095304;1;t
4245;2213;868130000;34;30;0.1013535736383292;1;t
4246;2214;922300000;34;30;0.1009511979634051;1;t
4247;2215;869525000;34;30;0.1019576875962353;1;t
4248;2215;905200000;34.5;30;0.09952416795349942;1;t
4249;2215;922200000;34;30;0.1040147025034743;1;t
4250;2215;922300000;34;30;0.1013208221299052;1;t
4251;2215;866300000;34;30;0.1030739911102521;1;t
